ccode,year,newstate,latent_mean,terror_killed,terror_events,max_hostlevel,cwar_onset,cconflict_onset,cwar_count,cconflict_count,uds_xpolity,pop,rgdppc,exclpop,oilpc,xpolity,xpolity_nas,osv_deaths,nsv_deaths,violent_protest,nonviolent_protest,ethfrac
2,2006,not a recent entrant,0.141596825149377,1,6,use of force,0,0,0,1,1.50045117428275,12.6100849321374,10.6702738274867,0.297,1.146262,7,7,0,0,36,161,0.3569501
2,2007,not a recent entrant,0.256200830746117,0,9,use of force,0,0,0,1,1.50365996922799,12.6191241043722,10.6805136883379,0.297,1.131196,7,7,0,0,25,79,0.3569501
2,2008,not a recent entrant,0.331934091730216,2,18,use of force,0,0,0,1,1.50584062799846,12.6280311860938,10.6652998842219,0.297,1.102183,7,7,0,0,30,92,0.3569501
20,1970,not a recent entrant,1.76603206828744,1,2,no dispute,0,0,0,0,0.952957602133709,9.98584419637787,9.8709788235359,0.02,3.160323,7,7,,,0,0,0.754994
20,1971,not a recent entrant,1.78955587061131,0,0,no dispute,0,0,0,0,1.24721530087279,10.000996676526,9.90668044981025,0.02,3.340193,7,7,,,0,0,0.754994
20,1972,not a recent entrant,1.81228553807527,1,4,no dispute,0,0,0,0,1.49990183716551,10.0143175830894,9.95012492492081,0.02,3.785208,7,7,,,0,0,0.754994
20,1973,not a recent entrant,1.83369653621774,0,0,no dispute,0,0,0,0,1.49908947465153,10.0263540897206,9.99251028040274,0.02,4.339046,7,7,,,0,0,0.754994
20,1974,not a recent entrant,1.85384307061121,0,1,no militarized action,0,0,0,0,1.39311540313809,10.0378724558168,9.92557286663692,0.02,3.972529,7,7,,,0,0,0.754994
20,1975,not a recent entrant,1.87335217447592,0,0,no militarized action,0,0,0,0,1.39221099284663,10.049416094467,9.93618656478435,0.02,3.40536,7,7,,,0,0,0.754994
20,1976,not a recent entrant,1.88977050823729,0,0,no dispute,0,0,0,0,1.39359169244586,10.0611786718901,9.98261568827006,0.02,3.095487,7,7,,,0,0,0.754994
20,1977,not a recent entrant,1.8933064285991,0,0,no dispute,0,0,0,0,1.39060196784412,10.0730277749654,10.0044571421725,0.02,3.072219,7,7,,,0,0,0.754994
20,1978,not a recent entrant,1.89308923269518,0,0,no dispute,0,0,0,0,1.39269505208644,10.0847935938688,10.0408936786758,0.02,3.014911,7,7,,,0,0,0.754994
20,1979,not a recent entrant,1.89067702072547,0,0,use of force,0,0,0,0,1.49957069633509,10.09619828777,10.0400679173175,0.02,3.4034,7,7,,,0,0,0.754994
20,1980,not a recent entrant,1.88284549874026,0,3,display of force,0,0,0,0,1.50631341204542,10.1070926656531,10.0109908208589,0.02,3.260486,7,7,,,0,0,0.754994
20,1981,not a recent entrant,1.87206934584855,0,0,no dispute,0,0,0,0,1.5009552998789,10.1173824667525,10.0309256059181,0.02,2.915329,7,7,,,0,0,0.754994
20,1982,not a recent entrant,1.82902605817059,1,5,no dispute,0,0,0,0,1.23826337475046,10.1272728978565,10.0108403822177,0.028,2.844721,7,7,,,0,0,0.754994
20,1983,not a recent entrant,1.90432110348008,0,1,no dispute,0,0,0,0,1.36135500696774,10.1372524966198,10.0433029717422,0.028,2.973355,7,7,,,0,0,0.754994
20,1984,not a recent entrant,2.0323363165333,0,0,no dispute,0,0,0,0,1.36069563585873,10.147956492725,10.0956666140929,0.028,3.140768,7,7,,,0,0,0.754994
20,1985,not a recent entrant,2.20780825443875,331,3,no dispute,0,0,0,0,1.39124198413657,10.1597791850718,10.1419802999144,0.028,3.178106,7,7,,,0,0,0.754994
20,1986,not a recent entrant,2.34876123869405,0,2,no dispute,0,0,0,0,1.36631923859614,10.1728698253803,10.1653597728928,0.028,3.147067,7,7,,,0,0,0.754994
20,1987,not a recent entrant,2.4466449123577,0,0,threat to use force,0,0,0,0,1.36385693445312,10.1869560101683,10.2231983114459,0.028,3.266309,7,7,,,0,0,0.754994
20,1988,not a recent entrant,2.49196234521221,0,0,use of force,0,0,0,0,1.36113927896775,10.2014936483856,10.2572203225227,0.028,3.385893,7,7,,,0,0,0.754994
20,1989,not a recent entrant,2.49607627989856,0,0,use of force,0,0,0,0,1.35799852276246,10.2157512558103,10.2752352299483,0.028,3.286229,7,7,0,0,0,0,0.754994
20,1990,not a recent entrant,2.45170320805493,0,0,war,0,0,0,0,1.36539617274459,10.2292183776252,10.2607923480767,0.028,3.240773,7,7,0,0,15,15,0.754994
20,1991,not a recent entrant,2.35399646191051,0,0,war,0,0,0,0,1.36098252520814,10.2418055846283,10.227266353,0.028,3.192135,7,7,0,0,10,20,0.754994
20,1992,not a recent entrant,2.20424909509851,0,3,display of force,0,0,0,0,1.54426738814793,10.2536569814247,10.2237915708171,0.028,3.304829,7,7,0,0,13,19,0.754994
20,1993,not a recent entrant,2.27210280765461,0,0,use of force,0,0,0,0,1.36349315914216,10.2648098806365,10.2294248481672,0.028,3.391165,7,7,0,0,15,13,0.754994
20,1994,not a recent entrant,2.25069253350665,0,4,use of force,0,0,0,0,1.36366699872096,10.2753624398105,10.2628846380832,0.028,3.537918,7,7,0,0,14,19,0.754994
20,1995,not a recent entrant,2.37523357246732,1,5,use of force,0,0,0,0,1.35943978656021,10.2854141235192,10.2899774309603,0.028,3.656255,7,7,0,0,13,21,0.754994
20,1996,not a recent entrant,2.52830802123834,0,1,no dispute,0,0,0,0,1.36040768006619,10.2949287841586,10.2970723686136,0.028,3.690301,7,7,0,0,8,20,0.754994
20,1997,not a recent entrant,2.58946840112553,0,2,use of force,0,0,0,0,1.36319822457254,10.3039481589894,10.3204895210725,0.028,3.82514,7,7,0,0,9,18,0.754994
20,1998,not a recent entrant,2.53511668093771,1,4,use of force,0,0,0,0,1.36543744280322,10.3127444626681,10.3279942140835,0.028,4.230691,7,7,0,0,6,22,0.754994
20,1999,not a recent entrant,2.50435198315742,0,2,use of force,0,0,0,0,1.35910639714153,10.3216655088639,10.3819422457315,0.028,4.089062,7,7,0,0,10,8,0.754994
20,2000,not a recent entrant,2.32979738402273,0,5,display of force,0,0,0,0,1.2744853849084,10.3309545018827,10.424854223737,0.028,4.185953,7,7,0,0,19,25,0.754994
20,2001,not a recent entrant,2.20816708725938,0,0,use of force,0,0,0,0,1.17421629436892,10.3406851504942,10.4146520188885,0.028,4.140512,7,7,0,0,26,23,0.754994
20,2002,not a recent entrant,2.09563850487427,0,0,no dispute,0,0,0,0,1.17409307235084,10.3507895000352,10.3976296774632,0.028,4.254774,7,7,0,0,22,14,0.754994
20,2003,not a recent entrant,2.13172600669651,0,0,no dispute,0,0,0,0,1.1773601099767,10.3611832489679,10.4278162974261,0.028,4.706506,7,7,0,0,12,16,0.754994
20,2004,not a recent entrant,2.13079798792901,0,2,no militarized action,0,0,0,0,1.31096284400419,10.371727439803,10.4430047093706,0.028,4.79087,7,7,0,0,23,17,0.754994
20,2005,not a recent entrant,2.04471694953066,0,0,use of force,0,0,0,0,1.31024690123328,10.3823087549706,10.4782449821752,0.028,4.681035,7,7,0,0,0,4,0.754994
20,2006,not a recent entrant,1.97070066468145,0,2,display of force,0,0,0,0,1.3159111871672,10.3929254814498,10.4536424412557,0.028,4.804519,7,7,0,0,0,6,0.754994
20,2007,not a recent entrant,1.89158784548076,0,0,no dispute,0,0,0,0,1.31426310778608,10.4035756346798,10.4551866574969,0.028,4.99725,7,7,0,0,4,8,0.754994
20,2008,not a recent entrant,1.92208404741056,0,5,no dispute,0,0,0,0,1.31126778240901,10.4141516632596,10.4044694857627,0.028,4.824474,7,7,0,0,1,7,0.754994
31,1973,entry into system in last two years,1.0983900759883,0,0,no dispute,0,0,0,0,0.747192370362817,5.20120055576831,10.456745745151,,,,,,,0,0,
31,1974,entry into system in last two years,1.17599888172772,0,0,no dispute,0,0,0,0,0.748243054951725,5.22084219326863,9.66602319624496,,,,,,,0,0,
31,1975,entry into system in last two years,1.25278137916409,0,0,no dispute,0,0,0,0,0.748493072242288,5.24105894770776,9.54778713359362,,,,,,,0,0,
31,1976,not a recent entrant,1.32737402117226,0,1,no dispute,0,0,0,0,0.749624359160383,5.26206823387292,9.56646466433416,,,,,,,0,0,
31,1977,not a recent entrant,1.39164561992519,0,0,no dispute,0,0,0,0,0.74673463655768,5.2836604772044,9.60719047728371,,,,,,,0,0,
31,1978,not a recent entrant,1.4463236093975,0,0,no dispute,0,0,0,0,0.747757127833631,5.30564048692782,9.76730350186599,,,,,,,0,0,
31,1979,not a recent entrant,1.49092147332975,0,0,no dispute,0,0,0,0,0.749316740447509,5.32782762392198,9.80044601264103,,,,,,,0,0,
31,1980,not a recent entrant,1.52256831768385,0,0,no dispute,0,0,0,0,0.834875903021637,5.34996059969988,9.5879319303401,,,,,,,0,0,
31,1981,not a recent entrant,1.54477658704493,0,1,no dispute,0,0,0,0,0.643934557407649,5.37217173511852,9.44528126024843,,,,,,,0,0,
31,1982,not a recent entrant,1.55785282452122,0,0,no dispute,0,0,0,0,0.729983722926114,5.39449080999669,9.54708757079183,,,,,,,0,0,
31,1983,not a recent entrant,1.55423104109472,0,0,no dispute,0,0,0,0,0.690496658913332,5.41645589456508,9.60780086177093,,,,,,,0,0,
31,1984,not a recent entrant,1.54095652035899,0,0,no militarized action,0,0,0,0,0.693629693799098,5.43764443176914,9.76383690396758,,,,,,,0,0,
31,1985,not a recent entrant,1.51254351396559,0,0,no dispute,0,0,0,0,0.533571321057204,5.45766878477447,9.82160970368727,,,,,,,0,0,
31,1986,not a recent entrant,1.46174522854213,0,0,no dispute,0,0,0,0,0.692253803801023,5.47642171005197,9.77523136437915,,,,,,,0,0,
31,1987,not a recent entrant,1.60392463163286,0,0,no dispute,0,0,0,0,0.587724737901184,5.49404861025191,9.8461126446748,,,,,,,0,0,
31,1988,not a recent entrant,1.72080675176478,0,0,no dispute,0,0,0,0,0.743150360423804,5.51104687951337,9.77461272981323,,,,,,,0,0,
31,1989,not a recent entrant,1.82359389577447,0,0,no dispute,0,0,0,0,0.590603387500167,5.52811870552631,9.82088010038211,,,,,0,0,0,0,
31,1990,not a recent entrant,1.87265468819835,0,0,no dispute,0,0,0,0,0.589351410337652,5.54568512808643,9.73560248633979,,,,,0,0,0,0,
31,1991,not a recent entrant,1.88296749953898,0,0,no dispute,0,0,0,0,0.5894007997594,5.563907192525,9.72853934566402,,,,,0,0,0,0,
31,1992,not a recent entrant,1.86168749076569,0,0,no dispute,0,0,0,0,0.82753658054508,5.58259364586499,9.73107038494598,,,,,0,0,0,0,
31,1993,not a recent entrant,1.81076584819856,0,0,no dispute,0,0,0,0,0.824443230760023,5.60101119662026,9.6955859995434,,,,,0,0,0,1,
31,1994,not a recent entrant,1.72796893257966,0,0,no dispute,0,0,0,0,0.825734095070976,5.61833351282372,9.67876713361943,,,,,0,0,0,0,
31,1995,not a recent entrant,1.89702956556096,0,0,no dispute,0,0,0,0,0.826880544070307,5.63396783704051,9.67249641430235,,,,,0,0,0,0,
31,1996,not a recent entrant,2.00552377243581,0,0,no dispute,0,0,0,0,0.827021537448666,5.6478468423259,9.84033473753086,,,,,0,0,0,0,
31,1997,not a recent entrant,2.08920903350164,1,2,no dispute,0,0,0,0,0.823877251874078,5.66024847263247,9.7955336770257,,,,,0,0,0,1,
31,1998,not a recent entrant,2.12713300522598,0,0,no dispute,0,0,0,0,0.825823807514357,5.67184451112026,9.88590895026183,,,,,0,0,2,2,
31,1999,not a recent entrant,2.09970918368826,0,0,no dispute,0,0,0,0,1.04630640132961,5.68354575315476,10.0173839338161,,,,,0,0,0,2,
31,2000,not a recent entrant,2.0110510347368,0,0,no dispute,0,0,0,0,1.12390719125548,5.6959182995994,10.0506654071945,,,,,0,0,2,0,
31,2001,not a recent entrant,1.85418056540291,0,0,no dispute,0,0,0,0,1.05107062997824,5.70913479208281,9.9991013226159,,,,,0,0,0,2,
31,2002,not a recent entrant,1.56613473164009,0,0,no dispute,0,0,0,0,1.04491345189376,5.72293129349496,10.1585397643703,,,,,0,0,0,0,
31,2003,not a recent entrant,1.39998525887059,0,0,no dispute,0,0,0,0,1.04776878582877,5.73721725074244,10.0498338572991,,,,,0,0,0,0,
31,2004,not a recent entrant,1.46753952539626,0,0,no dispute,0,0,0,0,1.04515113276657,5.75174690117272,9.96979950022284,,,,,0,0,4,0,
31,2005,not a recent entrant,1.53773307659611,0,0,no dispute,0,0,0,0,1.04777006753623,5.7663189931231,10.0566784862401,,,,,0,0,0,0,
31,2006,not a recent entrant,1.40828259867964,0,0,no dispute,0,0,0,0,1.0473546006989,5.78095954183974,9.93911769267489,,,,,0,0,0,0,
31,2007,not a recent entrant,1.16700698021129,0,0,no dispute,0,0,0,0,1.17856064656805,5.79563212828608,10.0099462649551,,,,,0,0,0,0,
31,2008,not a recent entrant,1.15051393419087,0,0,no dispute,0,0,0,0,1.17807914981575,5.81012251042753,9.92443266420333,,,,,0,0,0,0,
40,1970,not a recent entrant,-1.50554015247779,0,0,no dispute,0,0,0,0,-1.18932748325895,9.05321861620397,7.88338981277301,0,0.0092458,-3,-3,,,0,0,0.0357236
40,1971,not a recent entrant,-1.48083926004263,0,0,use of force,0,0,0,0,-1.18659175124846,9.0685463663583,7.94410556438949,0,0.0068656,-3,-3,,,0,0,0.0357236
40,1972,not a recent entrant,-1.46487172852204,0,0,no dispute,0,0,0,0,-1.18833167449435,8.99230873254815,7.97265910078077,0,0.0062912,-3,-3,,,0,0,0.0357236
40,1973,not a recent entrant,-1.45301946630232,0,0,no dispute,0,0,0,0,-1.18654549980721,9.10620133223504,8.0413324426861,0,0.0076109,-3,-3,,,0,0,0.0357236
40,1974,not a recent entrant,-1.43914678817752,0,0,use of force,0,0,0,0,-1.18854622418307,9.12281977444669,8.07591539623113,0,0.0172207,-3,-3,,,0,0,0.0357236
40,1975,not a recent entrant,-1.4178367817667,0,0,use of force,0,0,0,0,-1.18607287520694,9.1376621464782,8.10976014819337,0,0.0227695,-3,-3,,,0,0,0.0357236
40,1976,not a recent entrant,-1.38172293586996,0,0,use of force,0,0,0,0,-0.867737468671083,9.1516513756275,8.12421578636735,0,0.0255308,-3,-3,,,0,0,0.0357236
40,1977,not a recent entrant,-1.48423551388987,0,0,war,0,0,0,0,-0.767081956983777,9.16398224799803,8.15688594435878,0,0.028996,-3,-3,,,0,0,0.0357236
40,1978,not a recent entrant,-1.47988648770767,0,0,war,0,0,0,0,-0.76779672235971,9.17409123930106,8.20718643395274,0,0.032963,-3,-3,,,0,0,0.0357236
40,1979,not a recent entrant,-1.36293689985609,0,0,use of force,0,0,0,0,-0.768055342812506,9.18194089745448,8.22402409273169,0,0.0353001,-3,-3,,,0,0,0.0357236
40,1980,not a recent entrant,-1.29300086547774,0,0,use of force,0,0,0,0,-0.934167464028724,9.18235233543601,8.2049205678323,0,0.0370982,-3,-3,,,0,0,0.0357236
40,1981,not a recent entrant,-1.25400233190564,0,0,use of force,0,0,0,0,-0.766232517408185,9.18235233543601,8.27889285415299,0,0.0386882,-3,-3,,,0,0,0.0357236
40,1982,not a recent entrant,-1.33513192562216,0,0,use of force,0,0,0,0,-0.769584742419456,9.19023970026918,8.29388462648803,0,0.055368,-3,-3,,,0,0,0.0357236
40,1983,not a recent entrant,-1.34125103185629,0,0,use of force,0,0,0,0,-0.811759864775478,9.19998695989669,8.31273644902593,0,0.0701045,-3,-3,,,0,0,0.0357236
40,1984,not a recent entrant,-1.29989342640826,0,0,use of force,0,0,0,0,-0.811611680403794,9.20974019190415,8.33854487998858,0,0.0784176,-3,-3,,,0,0,0.0357236
40,1985,not a recent entrant,-1.29195680311502,0,0,use of force,0,0,0,0,-1.1478322913188,9.22009266341886,8.34744110678581,0,0.0900099,-3,-3,,,0,0,0.0357236
40,1986,not a recent entrant,-1.38493196774097,0,0,use of force,0,0,0,0,-0.807236285998004,9.23004495525052,8.34052999585957,0,0.0951202,-3,-3,,,0,0,0.0357236
40,1987,not a recent entrant,-1.18348849404194,0,0,use of force,0,0,0,0,-0.812377332824095,9.23999625688369,8.32522121879011,0,0.0921739,-3,-3,,,0,0,0.0357236
40,1988,not a recent entrant,-0.943596655846819,0,0,use of force,0,0,0,0,-1.24272709899544,9.25071426611446,8.33456758840492,0,0.0754591,-3,-3,,,0,0,0.0357236
40,1989,not a recent entrant,-0.812398104660103,0,0,no dispute,0,0,0,0,-1.22187987277252,9.26131861674081,8.3282336518821,0,0.0747397,-3,-3,0,0,0,0,0.0357236
40,1990,not a recent entrant,-0.665280918377285,0,0,display of force,0,0,0,0,-1.2192906661839,9.27087087171621,8.3168013459607,0,0.072735,-3,-3,0,0,6,5,0.0357236
40,1991,not a recent entrant,-0.581163326970175,0,1,no dispute,0,0,0,0,-1.22623977245515,9.28210273820307,8.18428499604796,0,0.0724256,-3,-3,0,0,3,2,0.0357236
40,1992,not a recent entrant,-0.603869198973464,3,4,no dispute,0,0,0,0,-1.21934088397645,9.29016767183574,8.02833125686193,0,0.0864437,-3,-3,0,0,5,1,0.0357236
40,1993,not a recent entrant,-0.571838356467675,0,0,no dispute,0,0,0,0,-1.22021893491461,9.29688497337637,7.84673075536947,0,0.0946935,-3,-3,0,0,7,5,0.0357236
40,1994,not a recent entrant,-0.513121692038365,3,9,no dispute,0,0,0,0,-1.21998966437622,9.30109473524465,7.86230087311034,0,0.1180053,-3,-3,0,0,11,4,0.0357236
40,1995,not a recent entrant,-0.560197620011879,0,0,no dispute,0,0,0,0,-1.2184492342246,9.30383071506352,7.89118115784113,0,0.1303763,-3,-3,0,0,2,0,0.0357236
40,1996,not a recent entrant,-0.481030998730452,0,1,use of force,0,0,0,0,-1.21948915237163,9.30737633448778,7.97027050415307,0,0.1391147,-3,-3,0,0,1,7,0.0357236
40,1997,not a recent entrant,-0.349970339410876,1,14,no dispute,0,0,0,0,-1.21577675256515,9.31099985507536,7.99902400289481,0,0.1434386,-3,-3,0,0,6,8,0.0357236
40,1998,not a recent entrant,-0.259470207955837,0,0,no dispute,0,0,0,0,-1.21642911505252,9.31614079086239,8.0073537478813,0,0.153409,-3,-3,0,0,2,3,0.0357236
40,1999,not a recent entrant,-0.105165126723983,0,0,no dispute,0,0,0,0,-1.21398169944203,9.3200912359353,8.06857524949118,0,0.180301,-3,-3,0,0,1,14,0.0357236
40,2000,not a recent entrant,-0.026765797930456,0,0,no dispute,0,0,0,0,-1.45627464566953,9.32375833901174,8.117219975225,0,0.1886174,-3,-3,0,0,1,10,0.0357236
40,2001,not a recent entrant,0.0777896703894805,0,0,no dispute,0,0,0,0,-1.62605577384833,9.31982238259318,8.14169068750578,0,0.2238598,-3,-3,0,0,0,9,0.0357236
40,2002,not a recent entrant,0.180737307637199,0,0,no dispute,0,0,0,0,-1.62150225427973,9.32223946447359,8.15290937327399,0,0,-3,-3,0,0,1,1,0.0357236
40,2003,not a recent entrant,0.260747512940297,0,0,no dispute,0,0,0,0,-1.62046704598319,9.32500744695431,8.18621384123462,0,0,-3,-3,0,0,3,5,0.0357236
40,2004,not a recent entrant,0.269893574752828,0,0,no dispute,0,0,0,0,-1.61999886051509,9.32687818822413,8.23912343890299,0,0,-3,-3,0,0,1,4,0.0357236
40,2005,not a recent entrant,0.246313109832956,0,0,no dispute,0,0,0,0,-1.62402594760651,9.32750099174976,8.3418488372353,0,0,-3,-3,0,0,0,5,0.0357236
40,2006,not a recent entrant,0.140580536677465,0,0,no dispute,0,0,0,0,-1.62465848568302,9.3273230874618,8.45286584797909,0,0,-3,-3,0,0,0,4,0.0357236
40,2007,not a recent entrant,0.0434822638024211,1,1,no dispute,0,0,0,0,-1.61920996902031,9.32705617167214,8.52048177808266,0,0,-3,-3,0,0,0,7,0.0357236
40,2008,not a recent entrant,0.0577461678580646,0,0,no dispute,0,0,0,0,-1.06424715590052,9.32687818822413,8.55810862157125,0,0,-3,-3,0,0,0,6,0.0357236
41,1970,not a recent entrant,-0.215993329978844,0,0,no dispute,0,0,0,0,-0.889488021034385,8.41958036254924,7.21028655428412,0,0,-5,-5,,,0,0,0.0135912
41,1971,not a recent entrant,-0.237845839886886,0,0,no dispute,0,0,0,0,-0.985337368999225,8.43337670532313,7.27976011734577,0,0,-6,-6,,,0,0,0.0135912
41,1972,not a recent entrant,-0.28377031459928,0,0,no dispute,0,0,0,0,-1.06015197997335,8.45041215772589,7.26624757054385,0,0,-6,-6,,,0,0,0.0135912
41,1973,not a recent entrant,-0.357462971925544,0,1,no dispute,0,0,0,0,-0.950275722240486,8.46737249643228,7.23632494380259,0,0,-6,-6,,,0,0,0.0135912
41,1974,not a recent entrant,-0.464061831623849,0,2,no dispute,0,0,0,0,-0.951212054201026,8.48425669116997,7.267378871381,0,0,-6,-6,,,0,0,0.0135912
41,1975,not a recent entrant,-0.610762249983188,0,0,no dispute,0,0,0,0,-0.952477960953865,8.50106380948635,7.22101737503669,0,0,-6,-6,,,0,0,0.0135912
41,1976,not a recent entrant,-0.81839731317947,0,0,no dispute,0,0,0,0,-0.953209305143379,8.51779301148821,7.29860070509817,0,0,-6,-6,,,0,0,0.0135912
41,1977,not a recent entrant,-0.960547575405374,0,0,no dispute,0,0,0,0,-1.06105529493411,8.53444354482276,7.30842892635417,0,0,-6,-6,,,0,0,0.0135912
41,1978,not a recent entrant,-0.927349576769695,0,0,no dispute,0,0,0,0,-1.05698585181231,8.55120807000352,7.33312104879664,0,0,-6,-6,,,0,0,0.0135912
