"ccode","year","newstate","latent_mean","latent_sd","terror_events","terror_killed","max_hostlevel","cwar","cconflict","ns_fat","osv_fat","uds","uds_xpolity","part","xrcomp","xropen","xrreg","parreg","xconst","durable","geddes","disap","kill","polpris","tort","pop","rgdppc","exclpop","oilpc","violent_protest","nonviolent_protest","xpolity","xpolity_nas","ethfrac","d_part","d_xpolity_nas","d_uds_xpolity"
20,1984,"not a recent entrant",2.0323363165333,0.367104030830737,0,0,"no dispute",0,NA,0,0,1.408616976,1.33587514021998,49.9300003051758,"election","open","election","regulated","party/subordination",96,"non-autocracy","none","none","none","occasional",10.147956492725,10.0956666140929,0.028,3.140768,0,0,7,7,0.754994,4.11000061035156,0,-0.00185547175404999
20,1985,"not a recent entrant",2.20780825443875,0.381560951246436,0,0,"no dispute",0,NA,0,0,1.430725227,1.36525161357973,49.9300003051758,"election","open","election","regulated","party/subordination",97,"non-autocracy","none","none","none","none",10.1597791850718,10.1419802999144,0.028,3.178106,0,0,7,7,0.754994,0,0,0.0293764733597499
20,1986,"not a recent entrant",2.34876123869405,0.385748320258465,0,0,"no dispute",0,NA,0,0,1.407579175,1.33612308202306,49.9300003051758,"election","open","election","regulated","party/subordination",98,"non-autocracy","none","none","none","none",10.1728698253803,10.1653597728928,0.028,3.147067,0,0,7,7,0.754994,0,0,-0.0291285315566698
20,1987,"not a recent entrant",2.4466449123577,0.386413073876281,0,0,"threat to use force",0,NA,0,0,1.403088869,1.3383140508748,49.9300003051758,"election","open","election","regulated","party/subordination",99,"non-autocracy","none","none","none","none",10.1869560101683,10.2231983114459,0.028,3.266309,0,0,7,7,0.754994,0,0,0.00219096885173986
20,1988,"not a recent entrant",2.49196234521221,0.390703119400727,0,0,"use of force",0,NA,0,0,1.393916705,1.34107687490288,50.4599990844727,"election","open","election","regulated","party/subordination",100,"non-autocracy","none","none","none","none",10.2014936483856,10.2572203225227,0.028,3.385893,0,0,7,7,0.754994,0.529998779296875,0,0.00276282402808015
20,1989,"not a recent entrant",2.49607627989856,0.390637350776277,0,0,"use of force",0,NA,0,0,1.400725336,1.34150132037313,50.4599990844727,"election","open","election","regulated","party/subordination",101,"non-autocracy","none","none","none","none",10.2157512558103,10.2752352299483,0.028,3.286229,0,0,7,7,0.754994,0,0,0.000424445470250001
20,1990,"not a recent entrant",2.45170320805493,0.382724050821263,0,0,"war",0,NA,0,0,1.40018611,1.33648667410444,50.4599990844727,"election","open","election","regulated","party/subordination",102,"non-autocracy","none","none","none","none",10.2292183776252,10.2607923480767,0.028,3.240773,15,15,7,7,0.754994,0,0,-0.00501464626868997
20,1991,"not a recent entrant",2.35399646191051,0.375864173201759,0,0,"war",0,NA,0,0,1.401577701,1.33819181576291,50.4599990844727,"election","open","election","regulated","party/subordination",103,"non-autocracy","none","none","none","none",10.2418055846283,10.227266353,0.028,3.192135,10,20,7,7,0.754994,0,0,0.00170514165846991
20,1992,"not a recent entrant",2.20424909509851,0.361906746951066,1,3,"display of force",0,NA,0,0,1.562168376,1.52456138402217,50.4599990844727,"election","open","election","regulated","party/subordination",104,"non-autocracy","none","none","none","occasional",10.2536569814247,10.2237915708171,0.028,3.304829,13,19,7,7,0.754994,0,0,0.18636956825926
20,1993,"not a recent entrant",2.27210280765461,0.355101615379444,0,0,"use of force",0,NA,0,0,1.395823918,1.33485953331412,46.25,"election","open","election","regulated","party/subordination",105,"non-autocracy","none","none","none","none",10.2648098806365,10.2294248481672,0.028,3.391165,15,13,7,7,0.754994,-4.20999908447266,0,-0.18970185070805
20,1994,"not a recent entrant",2.25069253350665,0.346906027378773,0,0,"use of force",0,NA,0,0,1.399087586,1.33521779837388,46.25,"election","open","election","regulated","party/subordination",106,"non-autocracy","none","none","none","occasional",10.2753624398105,10.2628846380832,0.028,3.537918,14,19,7,7,0.754994,0,0,0.000358265059759999
20,1995,"not a recent entrant",2.37523357246732,0.349509528506676,0,0,"use of force",0,NA,25,0,1.403817496,1.33693577122991,46.25,"election","open","election","regulated","party/subordination",107,"non-autocracy","none","none","none","none",10.2854141235192,10.2899774309603,0.028,3.656255,13,21,7,7,0.754994,0,0,0.00171797285602993
20,1996,"not a recent entrant",2.52830802123834,0.354195229716631,0,0,"no dispute",0,NA,0,0,1.402543588,1.33821902111189,46.25,"election","open","election","regulated","party/subordination",108,"non-autocracy","none","none","none","none",10.2949287841586,10.2970723686136,0.028,3.690301,8,20,7,7,0.754994,0,0,0.00128324988198014
20,1997,"not a recent entrant",2.58946840112553,0.355902014652776,0,0,"use of force",0,NA,0,0,1.393226567,1.34161942092858,42.9900016784668,"election","open","election","regulated","party/subordination",109,"non-autocracy","none","none","none","none",10.3039481589894,10.3204895210725,0.028,3.82514,9,18,7,7,0.754994,-3.2599983215332,0,0.00340039981669005
20,1998,"not a recent entrant",2.53511668093771,0.348959559434764,0,0,"use of force",0,NA,27,0,1.398501951,1.33906884078877,42.9900016784668,"election","open","election","regulated","party/subordination",110,"non-autocracy","none","none","none","occasional",10.3127444626681,10.3279942140835,0.028,4.230691,6,22,7,7,0.754994,0,0,-0.00255058013981002
20,1999,"not a recent entrant",2.50435198315742,0.337458984324508,0,0,"use of force",0,NA,0,0,1.398766042,1.33182016410036,42.9900016784668,"election","open","election","regulated","party/subordination",111,"non-autocracy","none","none","none","none",10.3216655088639,10.3819422457315,0.028,4.089062,10,8,7,7,0.754994,0,0,-0.00724867668841012
20,2000,"not a recent entrant",2.32979738402273,0.3181608952457,0,0,"display of force",0,NA,0,0,1.308775581,1.25032360302135,40.8199996948242,"election","open","election","regulated","party/subordination",112,"non-autocracy","none","none","none","occasional",10.3309545018827,10.424854223737,0.028,4.185953,19,25,7,7,0.754994,-2.17000198364258,0,-0.0814965610790099
20,2001,"not a recent entrant",2.20816708725938,0.295339015648152,0,0,"use of force",0,NA,0,0,1.280175591,1.15901731476227,NA,"election","open","election","regulated","party/subordination",113,"non-autocracy","none","none","none","occasional",10.3406851504942,10.4146520188885,0.028,4.140512,26,23,7,7,0.754994,NA,0,-0.09130628825908
20,2002,"not a recent entrant",2.09563850487427,0.273824872695438,0,0,"no dispute",0,NA,0,0,1.29036043,1.15417628240356,NA,"election","open","election","regulated","party/subordination",114,"non-autocracy","none","none","none","occasional",10.3507895000352,10.3976296774632,0.028,4.254774,22,14,7,7,0.754994,NA,0,-0.00484103235871003
20,2003,"not a recent entrant",2.13172600669651,0.274404275430645,0,0,"no dispute",0,NA,0,0,1.283814648,1.15351624540197,NA,"election","open","election","regulated","party/subordination",115,"non-autocracy","none","none","none","occasional",10.3611832489679,10.4278162974261,0.028,4.706506,12,16,7,7,0.754994,NA,0,-0.000660037001589897
20,2004,"not a recent entrant",2.13079798792901,0.270079183154098,0,0,"no militarized action",0,NA,0,0,1.394822993,1.29357423347536,NA,"election","open","election","regulated","party/subordination",116,"non-autocracy","none","none","none","occasional",10.371727439803,10.4430047093706,0.028,4.79087,23,17,7,7,0.754994,NA,0,0.14005798807339
20,2005,"not a recent entrant",2.04471694953066,0.266651709053465,0,0,"use of force",0,NA,0,0,1.404766862,1.29825865568275,NA,"election","open","election","regulated","party/subordination",117,"non-autocracy","none","occasional","none","occasional",10.3823087549706,10.4782449821752,0.028,4.681035,0,0,NA,NA,0.754994,NA,NA,0.00468442220739007
20,2006,"not a recent entrant",1.97070066468145,0.265023433515303,0,0,"display of force",0,NA,0,0,1.396736743,1.29695498414799,NA,"election","open","election","regulated","party/subordination",118,"non-autocracy","none","occasional","none","occasional",10.3929254814498,10.4536424412557,0.028,4.804519,0,0,NA,NA,0.754994,NA,NA,-0.00130367153476008
20,2007,"not a recent entrant",1.89158784548076,0.260512477397245,0,0,"no dispute",0,NA,0,0,1.397451621,1.29740991486313,NA,"election","open","election","regulated","party/subordination",119,"non-autocracy","none","occasional","none","occasional",10.4035756346798,10.4551866574969,0.028,4.99725,0,0,NA,NA,0.754994,NA,NA,0.000454930715140023
20,2008,"not a recent entrant",1.92208404741056,0.265787753690957,0,0,"no dispute",0,NA,0,0,1.403645317,1.29806768027415,NA,"election","open","election","regulated","party/subordination",120,"non-autocracy","none","occasional","none","occasional",10.4141516632596,10.4044694857627,0.028,4.824474,0,0,NA,NA,0.754994,NA,NA,0.000657765411020028
31,1981,"not a recent entrant",1.54477658704493,0.471980459860214,0,0,"no dispute",0,NA,0,0,0.6342759,0.635850702328049,31.8899993896484,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.37217173511852,9.44528126024843,NA,NA,0,0,NA,NA,NA,0,NA,-0.183715304353504
31,1982,"not a recent entrant",1.55785282452122,0.453399424116256,0,0,"no dispute",0,NA,0,0,0.730834487,0.728160500557315,34.75,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.39449080999669,9.54708757079183,NA,NA,0,0,NA,NA,NA,2.86000061035156,NA,0.092309798229266
31,1983,"not a recent entrant",1.55423104109472,0.436635866254595,0,0,"no dispute",0,NA,0,0,0.686680385,0.695573824416642,34.75,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.41645589456508,9.60780086177093,NA,NA,0,0,NA,NA,NA,0,NA,-0.032586676140673
31,1984,"not a recent entrant",1.54095652035899,0.410825807243566,0,0,"no militarized action",0,NA,0,0,0.690604295,0.696634568443522,34.75,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.43764443176914,9.76383690396758,NA,NA,0,0,NA,NA,NA,0,NA,0.00106074402688006
31,1985,"not a recent entrant",1.51254351396559,0.385821073714231,0,0,"no dispute",0,NA,0,0,0.540616959,0.530794589206991,34.75,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.45766878477447,9.82160970368727,NA,NA,0,0,NA,NA,NA,0,NA,-0.165839979236531
31,1986,"not a recent entrant",1.46174522854213,0.355127786618209,0,0,"no dispute",0,NA,0,0,0.697101479,0.693043949003701,34.75,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.47642171005197,9.77523136437915,NA,NA,0,0,NA,NA,NA,0,NA,0.16224935979671
31,1987,"not a recent entrant",1.60392463163286,0.37000846859724,0,0,"no dispute",0,NA,0,0,0.587801742,0.603423612057625,41.439998626709,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.49404861025191,9.8461126446748,NA,NA,0,0,NA,NA,NA,6.68999862670898,NA,-0.0896203369460761
31,1988,"not a recent entrant",1.72080675176478,0.378843570962909,0,0,"no dispute",0,NA,0,0,0.737103334,0.746757402039704,41.439998626709,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.51104687951337,9.77461272981323,NA,NA,0,0,NA,NA,NA,0,NA,0.143333789982079
31,1989,"not a recent entrant",1.82359389577447,0.370429818672171,0,0,"no dispute",0,NA,0,0,0.584750496,0.598016454147059,41.439998626709,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.52811870552631,9.82088010038211,NA,NA,0,0,NA,NA,NA,0,NA,-0.148740947892645
31,1990,"not a recent entrant",1.87265468819835,0.371469839454275,0,0,"no dispute",0,NA,0,0,0.588243145,0.59922623161906,41.439998626709,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.54568512808643,9.73560248633979,NA,NA,0,0,NA,NA,NA,0,NA,0.00120977747200102
31,1991,"not a recent entrant",1.88296749953898,0.372937206347493,0,0,"no dispute",0,NA,0,0,0.584658407,0.600947966357453,41.439998626709,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.563907192525,9.72853934566402,NA,NA,0,0,NA,NA,NA,0,NA,0.00172173473839299
31,1992,"not a recent entrant",1.86168749076569,0.37022965671291,1,0,"no dispute",0,NA,0,0,0.827790513,0.816458974184298,42.4500007629395,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.58259364586498,9.73107038494598,NA,NA,0,0,NA,NA,NA,1.01000213623047,NA,0.215511007826845
31,1993,"not a recent entrant",1.81076584819856,0.361338183344662,0,0,"no dispute",0,NA,0,0,0.83094973,0.814507676900395,42.4500007629395,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.60101119662026,9.6955859995434,NA,NA,0,1,NA,NA,NA,0,NA,-0.00195129728390298
31,1994,"not a recent entrant",1.72796893257966,0.346746424503338,0,0,"no dispute",0,NA,0,0,0.829328124,0.813493555352161,42.4500007629395,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.61833351282372,9.67876713361943,NA,NA,0,0,NA,NA,NA,0,NA,-0.0010141215482341
31,1995,"not a recent entrant",1.89702956556096,0.351979079453961,0,0,"no dispute",0,NA,0,0,0.836873938,0.812287515555496,42.4500007629395,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.63396783704051,9.67249641430235,NA,NA,0,0,NA,NA,NA,0,NA,-0.00120603979666489
31,1996,"not a recent entrant",2.00552377243581,0.361310245865046,0,0,"no dispute",0,NA,0,0,0.8333054,0.816283695715056,42.4500007629395,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.6478468423259,9.84033473753086,NA,NA,0,0,NA,NA,NA,0,NA,0.00399618015955994
31,1997,"not a recent entrant",2.08920903350164,0.353461987461626,0,0,"no dispute",0,NA,0,0,0.82507497,0.81464869446728,41.0900001525879,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.66024847263247,9.7955336770257,NA,NA,0,1,NA,NA,NA,-1.36000061035156,NA,-0.00163500124777594
31,1998,"not a recent entrant",2.12713300522598,0.343747619175655,0,0,"no dispute",0,NA,0,0,0.822109546,0.812317615105628,41.0900001525879,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.67184451112026,9.88590895026183,NA,NA,2,2,NA,NA,NA,0,NA,-0.002331079361652
31,1999,"not a recent entrant",2.09970918368826,0.330628697615951,0,0,"no dispute",0,NA,0,0,1.052253982,1.01585778702137,41.0900001525879,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.68354575315476,10.0173839338161,NA,NA,0,2,NA,NA,NA,0,NA,0.203540171915742
31,2000,"not a recent entrant",2.0110510347368,0.314720214792823,0,0,"no dispute",0,NA,0,0,1.126114866,1.10211497102011,41.0900001525879,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.6959182995994,10.0506654071945,NA,NA,2,0,NA,NA,NA,0,NA,0.0862571839987398
31,2001,"not a recent entrant",1.85418056540291,0.281310299218884,0,0,"no dispute",0,NA,0,0,1.046864916,1.01716523490446,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","none","none","occasional",5.70913479208281,9.9991013226159,NA,NA,0,2,NA,NA,NA,NA,NA,-0.0849497361156499
31,2002,"not a recent entrant",1.56613473164009,0.268235439386076,0,0,"no dispute",0,NA,0,0,1.051842541,1.01686847240003,NA,NA,NA,NA,NA,NA,NA,"non-autocracy",NA,NA,NA,NA,5.72293129349496,10.1585397643703,NA,NA,0,0,NA,NA,NA,NA,NA,-0.000296762504429893
31,2003,"not a recent entrant",1.39998525887059,0.250382961284119,0,0,"no dispute",0,NA,0,0,1.04947901,1.01662965474981,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","occasional","none","occasional",5.73721725074244,10.0498338572991,NA,NA,0,0,NA,NA,NA,NA,NA,-0.000238817650220158
31,2004,"not a recent entrant",1.46753952539626,0.251928768096164,0,0,"no dispute",0,NA,0,0,1.039472615,1.01509622532878,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","occasional","none","occasional",5.75174690117272,9.96979950022284,NA,NA,4,0,NA,NA,NA,NA,NA,-0.00153342942102985
31,2005,"not a recent entrant",1.53773307659611,0.248398859849362,0,0,"no dispute",0,NA,0,0,1.050677788,1.01837263172812,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","none","none","occasional",5.7663189931231,10.0566784862401,NA,NA,0,0,NA,NA,NA,NA,NA,0.00327640639934001
31,2006,"not a recent entrant",1.40828259867964,0.244223173046904,0,0,"no dispute",0,NA,0,0,1.047935989,1.01473532253547,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","occasional","none","occasional",5.78095954183974,9.93911769267489,NA,NA,0,0,NA,NA,NA,NA,NA,-0.00363730919265004
31,2007,"not a recent entrant",1.16700698021129,0.243629719508361,0,0,"no dispute",0,NA,0,0,1.189658657,1.15036074105102,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","occasional","none","occasional",5.79563212828608,10.0099462649551,NA,NA,0,0,NA,NA,NA,NA,NA,0.13562541851555
31,2008,"not a recent entrant",1.15051393419087,0.244543483283859,0,0,"no dispute",0,NA,0,0,1.177494536,1.15648810951229,NA,NA,NA,NA,NA,NA,NA,"non-autocracy","none","occasional","none","occasional",5.81012251042753,9.92443266420333,NA,NA,0,0,NA,NA,NA,NA,NA,0.00612736846127016
40,1981,"not a recent entrant",-1.25400233190564,0.208231803458653,0,0,"use of force",0,NA,0,0,-0.843619301,-0.763594500172202,0,"unregulated","unregulated","dual/transitional","restricted","unregulated",20,"party-personal","occasional","none","frequent","occasional",9.18235233543601,8.27889285415299,0,0.0386882,0,0,-3,-3,0.0357236,0,0,0.162412794428933
40,1982,"not a recent entrant",-1.33513192562216,0.206760285386928,0,0,"use of force",0,NA,0,0,-0.850673072,-0.760948257198371,0,"unregulated","unregulated","dual/transitional","restricted","unregulated",21,"party-personal","occasional","occasional","frequent","frequent",9.19023970026918,8.29388462648803,0,0.055368,0,0,-3,-3,0.0357236,0,0,0.00264624297383098
